country,child_mort,exports,health,imports,income,inflation
Benin,1.7378822751101757,-0.6745065723367498,-1.0306047421662103,-0.32373112437783186,-1.3304885462687066,-0.9632715414470091
Bhutan,0.39084690979889986,0.27369496456030573,-0.5338994936493842,1.1809728224260998,-0.2764853261132653,0.028675535306622427
Bolivia,0.48911755941707086,0.21562440476961792,-0.6901025478280751,-0.48178984264342134,-0.41960394770685394,0.42630780261995127
Bosnia and Herzegovina,-0.9247469389611239,-0.34436465608794864,1.509870745449863,0.36909282242119384,0.07031195830410879,-0.8314199189402648
Botswana,0.6302702605438659,0.3221414485030479,0.6337156200594704,0.36909282242119384,0.3325025667308692,0.44487166465307804
Brazil,-0.3110311850177035,-1.6034981351318203,0.8683465436438879,-2.059709594949548,0.4047308622553332,0.3766876367871434
Brunei,-0.7181750430801878,1.2507179242462614,-1.6908219314718744,-0.8500357435208861,1.472018644057364,1.3443839535536284
Bulgaria,-0.7027002961601171,0.6008010915226965,0.12845983355191828,0.4457945787690729,0.44963424401670304,-0.9039719570251711
Burkina Faso,1.8168891258304334,-0.961591134407685,0.08001992776463744,-0.7528875433004721,-1.5321300592928582,0.15168440472985548
Burundi,1.4480335040615557,-1.7678902575106619,1.654137899801365,-0.21829130671407865,-2.0562647035027104,0.8633597039248903
Cambodia,0.43421216029048254,0.7568859184931898,-0.333813551813603,0.7282843097222557,-1.058394892475509,-0.46168002191406343
Cameroon,1.6896218973165973,-0.770927002966012,-0.5638382957178888,-0.9121685143746955,-1.013187962140577,-0.7124239392955763
Canada,-1.0123984162563229,-0.3763411270994778,1.5679598071271283,-0.6700161155117971,1.2676778083833455,-0.5105646412492975
Cape Verde,-0.07600758945889578,-0.18911993581862885,-1.0354080694266716,0.8245122243186347,-0.3570886656854956,-1.0708592740534206
Central African Republic,2.21506248811041,-1.5087013548390324,-1.0886372832419144,-0.9436664414574586,-1.9305082672933191,-0.6901785664394295
Chad,2.21506248811041,0.011948046607140439,-0.8293333709176975,-0.0003463959649317362,-1.281421830491123,0.08941351512842956
Chile,-0.8160748721391123,0.05456030858987403,0.5178041447660785,-0.6525030324129065,0.6481471302410172,0.4501548809361775
China,-0.4751199222486501,-0.5301226817262261,-0.5896631030385058,-1.2003223651174588,0.05380610676357482,0.17066480272355217
Colombia,-0.3571363945441812,-1.1894700400489884,0.38881554861241346,-1.5489044704886867,0.16611274212380317,-0.32399278435601137
Comoros,1.352682325818503,-1.146391630888206,-0.8384772419728049,0.38725326030001817,-1.54390665590093,-0.3221965297015876
"Congo, Dem. Rep.",1.8168891258304334,0.21111974022911142,0.5005510849986575,0.2911092963222345,-2.245855542076177,1.7478351527289022
"Congo, Rep.",0.8821146551531758,1.8374443764294888,-1.9178655585438504,0.5212757646807151,-0.4543159886859505,1.738405439426765
Costa Rica,-0.7338724825677346,-0.16394938528797534,1.4512559587573433,-0.44304435956871563,0.3134266548538093,0.11628273616123995
Cote d'Ivoire,1.7378822751101757,0.6170825337484642,-0.49147718283560643,-0.010237722507368227,-1.0038107662470992,-0.06531345093672652
Croatia,-1.0195437784709014,0.04985091595801784,0.44846211350029785,-0.2759411392833262,0.6777850268223892,-0.9806877741856185
Cyprus,-1.1703156952878502,0.6008010915226965,-0.21701089305969828,0.6430848094234438,1.114823308187062,-0.6901785664394295
Czech Republic,-1.1883129655015172,1.201182214193531,0.490173066687437,0.8699009302612646,0.9638583393469515,-1.8694771871038534
Denmark,-1.1273981137857203,0.6130182242924672,1.596811557891959,0.0045907402809051406,1.3328633661246452,-0.44248525826416324
Dominican Republic,0.1654935073952713,-0.7404329002769726,-0.11857691436045656,-0.5378330072513182,0.18131542524325442,-0.05733990993105167
Ecuador,-0.1224082849887872,-0.44129875770420485,0.5521484635336932,-0.5889957868002279,0.037862571081703815,0.24669910096692316
Egypt,0.007022612264126441,-0.8266947905008866,-0.7703838191256819,-0.9373432395414402,0.08226899916621873,0.5970805572019919
El Salvador,-0.3339036583144453,-0.4965052422184184,0.14327204444882533,0.1501574885085959,-0.16907991994075255,-0.554719578728216
Equatorial Guinea,1.7378822751101757,1.8593265375654315,-0.8522311482414126,0.7028768695573729,1.1098758112859162,2.0545697190034837
Eritrea,0.6922102848393589,-2.2290979378253892,-1.7963415897024575,-1.1527134327509014,-1.537997623980784,0.7808448266658651
Estonia,-1.0949185914403454,1.5144143633998761,-0.19320162571830884,1.102919049192048,0.779495487579202,-0.7510108687163076
Fiji,-0.15634901749573737,0.8998438809987636,-0.6812752372641256,0.9108201993759539,-0.16337256305877637,-0.25855331035045415
Finland,-1.2259715251948446,0.10131496977715228,0.8488847556599084,-0.31306159925657506,1.2489810769836793,-1.1177514939973578
France,-1.1191348775908068,-0.502081917250923,1.7392086412890806,-0.8438839342812671,1.1857237731152104,-0.919507435789654
Gabon,0.8778997663255275,0.8960413624526582,-1.3300156702663093,-1.465230080084052,0.45508132866725715,1.3340673950673818
Gambia,1.2077624680294987,-0.6745065723367498,-0.3297368977788946,-0.04004956276042658,-1.407427805328254,-0.2463998141740968
Georgia,-0.4415556758786132,-0.07486933868528985,1.2112382900784464,0.43683533251090806,-0.23705617963497638,0.3955598926786864
Germany,-1.1191348775908068,0.26481942704851397,1.654137899801365,-0.32907664254209107,1.261491901968104,-0.9980910878894792
Ghana,1.100666183090829,-0.3549872860768979,-0.5253826164946404,0.11662124605229501,-0.8960562848547441,1.3340673950673818
Greece,-1.1442326157114864,-0.7770668945961325,1.2721084127487672,-0.6876141463457788,0.9755936132043627,-1.0220031124854694
Grenada,-0.522699905635814,-0.6745065723367498,-0.26097406848211807,0.2725668714943046,0.1888143502773497,-1.0783261230636862
Guatemala,0.19398825170796513,-0.5584312845411288,0.12103755750769249,-0.3721027962471644,-0.2395446473548384,-0.1055907260507744
Guinea,1.7057823163702086,-0.31270958111761704,-0.6505218103898596,-0.015191952189896296,-1.6857438099719095,1.2821016008263713
Guinea-Bissau,1.785494774441622,-1.26311519540539,0.7007916107655139,-0.43204554200740336,-1.5558514952857043,-0.49085232384742966
Guyana,0.25529268825805196,0.6494534903087666,-0.45782668809987,1.497330513732046,-0.35565571839956267,-0.01160876181817465
Haiti,2.21506248811041,-1.233369211651794,0.14327204444882533,0.9433256148735387,-1.4921711126344006,-0.05574840261853824
Hungary,-0.9844358576008391,1.7330518783765454,0.29628407666235146,1.4012870467821934,0.7646306598614275,-0.6210462673522429
Iceland,-1.2662362574040182,0.7292954927471529,0.9932993820719448,-0.010237722507368227,1.2277044954473357,-0.052568569962473534
India,0.7724862552225706,-0.7465046443266948,-1.0546803516454728,-0.9059040250844633,-0.5904864010614517,0.45279306485077847
Indonesia,0.13366663108197993,-0.6450443417124023,-1.8262817161734004,-1.2140599038303945,-0.04874284997144327,1.1975756905882857
Iran,-0.33006701581063963,-0.6391883825337799,-0.36655683428907004,-1.4280025701540087,0.5571743894589765,1.261132567081223
Iraq,0.23598607803710572,0.13368470720529346,0.6707061761028859,-0.4929324423030599,0.29390535094880377,1.3340673950673818
Ireland,-1.1191348775908068,2.0696689729667312,0.9263462998794985,1.7623599756897241,1.3645597302331922,-2.9314566839153664
Israel,-1.0870269527747392,-0.07486933868528985,0.4029096401249635,-0.5604855572048811,1.0014108299934397,-0.7441281082677258
Italy,-1.1357627507633399,-0.5927661989266921,1.034372214429131,-0.8996510832693817,1.1697099546030871,-1.1277789855840827
Jamaica,-0.376784848411373,-0.2606397410001055,-0.7033777813582344,0.2911092963222345,-0.0925183426778978,0.5603461230275104
Japan,-1.2068478219798693,-1.2556416391930791,1.0217644228135108,-1.895040192802874,1.1604195863924496,-2.1236788457127482
Jordan,-0.26263424582890477,0.5225630483247461,0.5452967185835964,1.1146988693580262,0.04852530266206896,0.3793910347071995
Kazakhstan,-0.2480447155237457,0.3483093454011223,-0.9404300821893437,-0.7349671197461873,0.6777850268223892,1.6237523478350315
Kenya,0.8460748381178644,-0.8645303340371303,-0.7300530308228111,-0.5209327464863661,-1.071773170470746,-0.6726103782122428
Kiribati,0.8567253624135294,-1.3862930653524776,1.5679598071271283,1.5265637513926267,-1.3728926795547216,-0.8025122056833154
Kuwait,-0.7027002961601171,1.226015053689825,-1.814271545198823,-0.7052983731636314,1.472018644057364,0.7328069342581109
Kyrgyz Republic,0.02255850538481977,0.6575067903586232,-0.13419161852816192,1.5918080671193684,-0.9732918843521593,0.584460689257226
Lao,1.181347989910471,-0.0553871517276318,-0.8568260115592654,0.2772095227189966,-0.6762668170940862,0.481664412776981
Latvia,-0.8688395832358867,0.7411419703476748,0.05750554088478947,0.5388648663771723,0.5993408635828361,-1.5666744316476657
Lebanon,-0.7286146628164247,-0.036014726190055094,0.18745328733376682,0.7577649519000969,0.5025711943090367,-1.1536401037014792
Lesotho,1.552493335870998,0.13368470720529346,1.509870745449863,2.2506489008091486,-1.106186444765591,-0.2725290622122141
Liberia,1.3723375012140213,-0.9681944685715437,1.7109721427936937,1.9724131078940377,-2.1294151105479235,-0.052568569962473534
Libya,-0.4374178917362827,1.1869328711951792,-1.1376695037711968,-0.07007160006101548,1.0014108299934397,1.0783782557203767
Lithuania,-0.9775921356733777,1.1762173324999252,0.1911179754989874,1.0436303034692833,0.718381569929161,-0.61050750218396
Luxembourg,-1.245744040039464,2.0696689729667312,0.45195028911441715,2.2692637480432176,1.472018644057364,-0.36759135072107274
"Macedonia, FYR",-0.7233823051109033,0.15205267366200215,0.20940249913144102,0.6687981151764778,0.2036134009792635,-0.6835672212093137
Madagascar,0.8460748381178644,-0.6043018282179823,-1.1923405317054812,-0.025117643698718602,-1.5558514952857043,0.42763756915319123
Malawi,1.3936419426752218,-0.734374515448634,0.023543514728573373,-0.4485555528387781,-1.806475598467417,0.8399788280336051
Malaysia,-0.8628315308811223,1.8935332243599006,-0.893771515869082,1.1925851877731575,0.718381569929161,0.21825431825109995
Maldives,-0.585930138018455,1.5970937669695833,-0.07589351107135855,0.9716033799070045,0.13485210919229315,-0.5085836238697274
Mali,2.1314577145365883,-0.734374515448634,-0.628688549413059,-0.43754103382427717,-1.3078279577897418,-0.2343151984654023
Malta,-0.9311786117430985,2.0696689729667312,0.75058221501437,2.2692637480432176,0.9638583393469515,-0.3293911141119158
Mauritania,1.513492559826558,0.6211428290687269,-0.884503794103927,0.799584415534482,-0.8278704401219356,1.5653438576020324
Mauritius,-0.5051971921997631,0.6413845070594276,-0.20509137852716108,0.8410635899183311,0.4817968452521789,-0.898835835616053
"Micronesia, Fed. Sts.",0.3201581716671434,-0.692332623986868,2.3380056607661177,1.5665215283741165,-0.8228486560372182,-0.33480389189007
Moldova,-0.4128486733205548,0.12446575918075632,1.682615742474329,1.4753084482927574,-0.6911033831986609,0.7206920444598319
Mongolia,-0.08913719235148182,0.45547643430750345,-0.4327527045669511,0.6085907968519181,-0.12339086502178694,2.0545697190034837
Montenegro,-0.9311786117430985,0.02146207637215689,0.900639410628151,0.8616781358546685,0.3753901487361598,-0.7835687052717466
Morocco,0.13949200199981052,-0.21448366868464433,-0.5338994936493842,-0.025117643698718602,-0.27388462561310906,-0.9389399882422551
Mozambique,1.5743383975878702,-0.25032607609896596,-0.5296390116739706,0.13102501458871865,-1.902727488063737,0.270650665829581
Myanmar,0.8926231092845924,-3.303160129746294,-2.2383784496046872,-4.130842926916693,-0.7327538448082934,0.1851742639895164
Namibia,0.7102704507402222,0.5017194798955829,0.09497388614776615,0.7787177438446461,-0.0457725998258403,-0.37864218976224423
Nepal,0.4989600360107694,-1.7051726489204468,-0.5126378346326006,-0.366698775403448,-1.255824182300404,1.1761671609060045
Netherlands,-1.0949185914403454,1.4099563496468561,1.7392086412890806,0.8985782499484339,1.3608925114741854,-0.9733086921414409
New Zealand,-0.9708042836676724,-0.31270958111761704,1.2112382900784464,-0.8500357435208861,1.074398539557953,-0.34749062367429445
Niger,1.9246911723394282,-0.770927002966012,-0.550982526257179,0.2679194997258166,-2.003260614565866,-0.5751677171500679
Nigeria,2.0294668989066675,-0.5870155505145974,-0.5896631030385058,-1.5799700735145825,-0.46078506959597065,2.0545697190034837
Norway,-1.2068478219798693,0.1474693680794463,1.0186083254197598,-0.8193854844187382,1.472018644057364,0.022520452955713272
Oman,-0.6575230771159929,1.1904992704532527,-1.7314484033858462,-0.1155086853417067,1.3572091375143245,1.2294777045731133
Pakistan,1.4218293477386994,-1.3705050363913878,-2.083493508855847,-1.4280025701540087,-0.6155046517757172,0.6963322628702083
Panama,-0.3148189509393305,1.3413666524354753,0.5658264979663415,1.4642658550870242,0.45508132866725715,-0.5669590910392248
Paraguay,-0.15634901749573737,0.7959930107400075,-0.25696045931126116,0.37818185713207825,-0.17022608123975785,0.04552432429106564
Peru,-0.2922342261598814,-0.44677439748163217,-0.5853483983311691,-1.1191435528931193,0.09070625074683486,-0.014735056979380398
Philippines,0.09238939549458607,-0.0846521803020721,-1.2733062866556306,-0.3559129573155626,-0.39074301492896735,-0.26029522356306733
Poland,-0.9844358576008391,0.1657681508683854,0.3427513839573231,-0.07007160006101548,0.7456701073301216,-0.7695252205716334
Portugal,-1.1442326157114864,-0.3337777327213804,1.4806299608479374,-0.31306159925657506,0.9307103231044348,-1.0305669095745147
Qatar,-0.7990990212964432,1.0676777306904384,-2.3515286842189154,-1.1191435528931193,1.472018644057364,0.1764779701746598
Romania,-0.6674079564000795,-0.19417708574406722,-0.37477913421551595,-0.23916014318086898,0.5761780378610589,-0.38419106665436425
Russia,-0.7444660190149949,-0.3709889783544793,-0.5853483983311691,-1.304890328083448,0.794100654329709,1.0783782557203767
Rwanda,0.8757898406165493,-1.4919477740934586,1.3323903769087946,-0.7290136403044319,-1.5802656249746234,-0.5628695410493901
Samoa,-0.34547392755253364,-0.3709889783544793,-0.022102018820999124,0.45026786279893843,-0.42115089456198634,-0.7556174027925604
Saudi Arabia,-0.4751199222486501,0.5762568150510413,-0.9404300821893437,-0.5548095683257138,1.3590528527855203,1.3955949594274006
Senegal,0.9425051054129566,-0.6100869464284141,-0.34197763994359776,-0.16144481951199618,-1.1795777867476431,-0.7259292172736261
Serbia,-0.8809723576906898,-0.17902878091298516,1.3023218503687066,0.2117775092880843,0.29390535094880377,0.011712256119181533
Seychelles,-0.5315411808785673,2.0696689729667312,-1.3823481007100964,2.2692637480432176,0.6901722835605681,-3.6158162703716252
Sierra Leone,2.21506248811041,-1.1251461856741378,2.069213606062309,-0.4706796816172333,-1.6649263561573815,1.3955949594274006
Singapore,-1.245744040039464,2.0696689729667312,-1.098394009849962,2.2692637480432176,1.472018644057364,-1.2506799276540148
Slovak Republic,-0.9183617060721966,1.5542694733235962,0.7966653844568367,1.4495093956881795,0.8668530016022549,-1.076828437155417
Slovenia,-1.2068478219798693,1.14031993007077,0.9964688741055634,0.8699009302612646,0.9755936132043627,-1.6485090828315887
Solomon Islands,-0.024454864492536324,0.5639290059453322,0.7174369375790446,1.573757365314007,-1.3490698562167058,0.15168440472985548
South Africa,0.6579911557751652,-0.40324089090462084,0.8456347890906336,-0.8871795881558803,0.24650098298455406,0.08340447419043556
South Korea,-1.1273981137857203,0.5680424327307524,0.15066207290891898,0.13102501458871865,1.0237088057294486,-0.4539783191593372
Spain,-1.1528117828030846,-0.5755482479023127,1.037520025912473,-0.9247323928274218,1.079559818518938,-1.179241124667568
Sri Lanka,-0.6823978703817948,-0.9353482123376686,-1.633642954738056,-0.9247323928274218,-0.035947286569398676,1.9326781356420888
St. Vincent and the Grenadines,-0.27736273345072615,-0.4965052422184184,-0.8568260115592654,0.625868008330298,0.08734155994189177,-0.22229818248702554
Sudan,1.1393614515731572,-0.9288294316741117,-0.0797584160248476,-1.5956367861791925,-0.8153720827918494,1.633415187807645
Suriname,-0.15634901749573737,0.6935549829642282,0.18011608325377176,-0.2601368310865748,0.38725027009698015,0.20822886622078918
Sweden,-1.2259715251948446,0.43427691506363286,1.0657764172384525,-0.14096609404716215,1.311694525653677,-0.93497598505547
Switzerland,-1.0949185914403454,1.1294963604331942,1.6255370409713281,0.45920181226641527,1.472018644057364,-1.1284091604030755
Tajikistan,0.6279459527552281,-1.26311519540539,-0.21303440088327372,0.6901246202836429,-1.206866324148603,0.8865897644772536
Tanzania,1.0456117639776055,-0.9947822722291492,-0.201124831744116,-0.782957929838055,-1.2148294751647288,0.4881885860475889
Thailand,-0.5095507703554328,1.2189333084715588,-1.1376695037711968,0.7828979337868797,0.3449822691031408,-0.2848346689736308
Timor-Leste,0.8545986643709029,-2.636752709063006,0.9038589276750851,-0.8623724068187378,-1.3168186308318344,2.0545697190034837
Togo,1.390101054746421,0.1703285683719934,0.4099428318832616,0.6344839205873509,-1.67180807843466,-0.8860855440755929
Tonga,-0.40475445167808305,-1.458854330459451,-0.5896631030385058,0.7619624511974216,-0.48885111445948365,-0.35660209984964464
Tunisia,-0.40475445167808305,0.6130182242924672,-0.12247587200880311,0.5476354754786293,0.12685085639500068,-0.33119376168892
Turkey,-0.33775030515213234,-0.8836537525036517,0.08001992776463744,-1.0075666868012008,0.5855203086470074,0.18082962100903668
Turkmenistan,0.8418026470193933,1.5542694733235962,-1.8931763748617265,0.04877263525929315,0.08902559784591065,-0.6252808197727614
Uganda,1.2208833555049368,-1.1040896001045892,0.8683465436438879,-0.8132877819363411,-1.4701665654105085,0.659459694470808
Ukraine,-0.6575230771159929,0.472354468085276,0.43448688483620135,0.35998605295784325,-0.11154601799234244,0.9893415375874229
United Arab Emirates,-0.8217983511509309,1.6003730325224537,-1.2478151375244497,0.8985782499484339,1.472018644057364,0.8865897644772536
United Kingdom,-1.041378787976373,-0.4249304542126185,1.0689078508171672,-0.6817386210032923,1.1697099546030871,-0.7906427194095066
United States,-0.8994749024427496,-1.458854330459451,2.3380056607661177,-1.70795571584081,1.4296538032611557,-0.875975675814102
Uruguay,-0.7129925190560418,-0.5301226817262261,0.650559704966821,-1.0140250941931237,0.5426327266417168,-0.14327380264687054
Uzbekistan,0.21929129845406267,-0.2400451013491281,-0.28109368134267576,-0.8193854844187382,-0.6233556440754016,1.3237255816025923
Vanuatu,0.010140404811633738,0.4512456436873323,-0.5126378346326006,0.43234934627081545,-0.9266665914435251,-0.5608284226580564
Venezuela,-0.4169134316874679,-0.4086489870601502,-0.6592860999510991,-1.564393143656123,0.51276796137446,2.0545697190034837
Vietnam,-0.1840119115808721,1.4099563496468561,0.11732235619198864,1.5374884608956587,-0.5754545438602772,0.8399788280336051
Yemen,0.7170097244663819,-0.32849754901712014,-0.5424327652233792,-0.47623072500146446,-0.5773188133877775,2.0047312041554557
Zambia,1.259909462178756,0.02146207637215689,-0.2489434841365105,-0.6758726261343604,-0.8380054070811406,1.0563120216203792
